games,discipline_raw,venue,date,start,end,event_raw,session_code
Paris 2024,Archery,Invalides,2024-07-25,09:30:00,12:30:00,Women's Individual Ranking Round,ARC01
Paris 2024,Archery,Invalides,2024-07-25,14:15:00,17:15:00,Men's Individual Ranking Round,ARC02
Paris 2024,Archery,Invalides,2024-07-28,09:30:00,11:05:00,Women's Team 1/8 Eliminations,ARC03
Paris 2024,Archery,Invalides,2024-07-28,14:15:00,17:55:00,Women's Team Quarterfinals / Women's Team Semifinals / Women's Team Bronze Medal Match / Women's Team Gold Medal Match,ARC04
Paris 2024,Archery,Invalides,2024-07-29,09:30:00,11:05:00,Men's Team 1/8 Eliminations,ARC05
Paris 2024,Archery,Invalides,2024-07-29,14:15:00,17:55:00,Men's Team Quarterfinals / Men's Team Semifinals / Men's Team Bronze Medal Match / Men's Team Gold Medal Match,ARC06
Paris 2024,Archery,Invalides,2024-07-30,12:00:00,15:55:00,Men's Individual 1/32 Eliminations / Women's Individual 1/32 Eliminations / Men's Individual 1/16 Eliminations / Women's Individual 1/16 Eliminations,ARC07
Paris 2024,Archery,Invalides,2024-07-30,17:45:00,20:25:00,Men's Individual 1/32 Eliminations / Women's Individual 1/32 Eliminations / Men's Individual 1/16 Eliminations / Women's Individual 1/16 Eliminations,ARC08
Paris 2024,Archery,Invalides,2024-07-31,12:00:00,15:55:00,Men's Individual 1/32 Eliminations / Women's Individual 1/32 Eliminations / Men's Individual 1/16 Eliminations / Women's Individual 1/16 Eliminations,ARC09
Paris 2024,Archery,Invalides,2024-07-31,17:45:00,20:25:00,Men's Individual 1/32 Eliminations / Women's Individual 1/32 Eliminations / Men's Individual 1/16 Eliminations / Women's Individual 1/16 Eliminations,ARC10
Paris 2024,Archery,Invalides,2024-08-01,09:30:00,13:25:00,Men's Individual 1/32 Eliminations / Women's Individual 1/32 Eliminations / Men's Individual 1/16 Eliminations / Women's Individual 1/16 Eliminations,ARC11
Paris 2024,Archery,Invalides,2024-08-01,15:30:00,19:25:00,Men's Individual 1/32 Eliminations / Women's Individual 1/32 Eliminations / Men's Individual 1/16 Eliminations / Women's Individual 1/16 Eliminations,ARC12
Paris 2024,Archery,Invalides,2024-08-02,09:30:00,12:05:00,Mixed Team 1/8 Eliminations,ARC13
Paris 2024,Archery,Invalides,2024-08-02,14:15:00,17:25:00,Mixed Team Quarterfinals / Mixed Team Semifinals / Mixed Team Bronze Medal Match / Mixed Team Gold Medal Match,ARC14
Paris 2024,Archery,Invalides,2024-08-03,09:30:00,11:15:00,Women's Individual: 1/8 Eliminations,ARC15
Paris 2024,Archery,Invalides,2024-08-03,13:00:00,15:20:00,Women's Individual Quarterfinals / Women's Individual Semifinals / Women's Individual Bronze Medal Match / Women's Individual Gold Medal Match,ARC16
Paris 2024,Archery,Invalides,2024-08-04,09:30:00,11:15:00,Men's Individual: 1/8 Eliminations,ARC17
Paris 2024,Archery,Invalides,2024-08-04,13:00:00,15:20:00,Men's Individual Quarterfinals / Men's Individual Semifinals / Men's Individual Bronze Medal Match / Men's Individual Gold Medal Match / later stage.,ARC18
Paris 2024,Athletics,Trocadéro,2024-08-01,07:30:00,11:05:00,Men's 20km Race Walk Final / Women's 20km Race Walk Final,ATH01
Paris 2024,Athletics,Stade de France,2024-08-02,10:00:00,13:00:00,Men's Decathlon 100m / Men's Hammer Throw Qualification / Women's High Jump Qualification / Women's 100m Preliminary Round / Men's Decathlon Long Jump / Men's 1500m Round 1 / Women's 100m Round 1 / Men's Decathlon Shot Put,ATH02
Paris 2024,Athletics,Stade de France,2024-08-02,17:40:00,22:00:00,"Men's Decathlon High Jump / Women's 5 000m Round 1 / Women's Triple Jump Qualification / Women's Discus Throw Qualification A / 4 x 400m Relay Mixed Round 1 / Women's 800m Round 1 / Men's Shot Put Qualification / Women's Discus Throw Qualification B / Men's Decathlon 400m / Men's 10,000m Final",ATH03
Paris 2024,Athletics,Stade de France,2024-08-03,10:00:00,16:00:00,Men's Decathlon 110m Hurdles / Men's Pole Vault Qualification / Men's 100m Preliminary Round / Men's Decathlon Discus Throw A / Women's 800m Repêchages / Men's 100m Round 1 / Men's Decathlon Discus Throw B / Men's Decathlon Pole Vault,ATH04
Paris 2024,Athletics,Stade de France,2024-08-03,19:00:00,22:00:00,Men's Decathlon Javelin Throw / Men's 1500m Repêchages / Men's Shot Put Final / Women's 100m Semi-Finals / Women's Triple Jump Final / 4 x 400m Relay Mixed Final / Women's 100m Final / Men's Decathlon 1500m,ATH05
Paris 2024,Athletics,Stade de France,2024-08-04,10:00:00,13:15:00,Women's 3000m Steeplechase Round 1 / Women's Hammer Throw Qualification / Women's 200m Round 1 / Men's Long Jump Qualification / Men's 110m Hurdles Round 1 / Women's 400m Hurdles Round 1,ATH06
Paris 2024,Athletics,Stade de France,2024-08-04,18:30:00,22:00:00,Men's 400m Round 1 / Women's High Jump Final / Men's 100m Semi-Finals / Men's Hammer Throw Final / Women's 800m Semi-Finals / Men's 1500m Semi-Finals / Men's 100m Final,ATH07
Paris 2024,Athletics,Stade de France,2024-08-05,10:00:00,13:15:00,Men's 400m Hurdles Round 1 / Men's Discus Throw Qualification / Women's Pole Vault Qualification / Women's 400m Hurdles Repêchages / Men's 400m Repêchages / Women's 400m Round 1 / Women's 200m Repêchages,ATH08
Paris 2024,Athletics,Stade de France,2024-08-05,18:30:00,22:00:00,Men's Pole Vault Final / Men's 3000m Steeplechase Round 1 / Men's 200m Round 1 / Women's Discus Throw Final / Women's 200m Semi-Finals / Women's 5000m Final / Women's 800m Final,ATH09
Paris 2024,Athletics,Stade de France,2024-08-06,10:00:00,13:00:00,Women's 1500m Round 1 / Men's Javelin Throw Qualification A / Men's 110m Hurdles Repêchages / Women's Long Jump Qualification / Women's 400m Repêchages / Men's Javelin Throw Qualification B / Men's 400m Hurdles Repêchages / Men's 200m Repêchages,ATH10
Paris 2024,Athletics,Stade de France,2024-08-06,19:00:00,22:00:00,Men's 400m Semi-Finals / Women's Hammer Throw Final / Women's 400m Hurdles Semi-Finals / Men's Long Jump Final / Men's 1500m Final / Women's 3000 steeplechase Final / Women's 200m Final,ATH11
Paris 2024,Athletics,Trocadéro,2024-08-07,07:30:00,10:50:00,Marathon Race Walk Mixed Relay,ATH12
Paris 2024,Athletics,Stade de France,2024-08-07,10:00:00,13:05:00,Men's High Jump Qualification / Women's 100m Hurdles Round 1 / Women's Javelin Throw Qualification / Men's 5000m Round 1 / Men's 800m Round 1 / Women's 1500m Repêchages,ATH13
Paris 2024,Athletics,Stade de France,2024-08-07,18:30:00,22:00:00,Women's Pole Vault Final / Men's 110m Hurdles Semi-Finals / Men's Triple Jump Qualification / Men's 400m Hurdles Semi-Finals / Men's 200m Semi-Finals / Men's Discus Throw Final / Women's 400m Semi-Finals / Men's 400m Final / Men's 3000m Steeplechase Final,ATH14
Paris 2024,Athletics,Stade de France,2024-08-08,10:00:00,13:00:00,Women's Heptathlon 100m Hurdles / Women's Shot Put Qualification / Women's 100m Hurdles Repêchages / Women's Heptathlon High Jump / Women's 4 x 100m Relay Round 1 / Men's 4 x 100m Relay Round 1 / Men's 800m Repêchages,ATH15
Paris 2024,Athletics,Stade de France,2024-08-08,19:00:00,22:00:00,Women's Heptathlon Shot Put / Women's 1500m Semi-Finals / Women's Long Jump Final / Men's Javelin Throw Final / Men's 200m Final / Women's Heptathlon 200m / Women's 400m Hurdles Final / Men's 110m Hurdles Final,ATH16
Paris 2024,Athletics,Stade de France,2024-08-09,10:00:00,13:15:00,Women's Heptathlon Long Jump / Women's 4 x 400m Relay Round 1 / Men's 4 x 400m Relay Round 1 / Women's Heptathlon Javelin Throw / Men's 800m Semi-Finals / Women's 100m Hurdles Semi-Finals,ATH17
Paris 2024,Athletics,Stade de France,2024-08-09,19:00:00,22:30:00,"Women's 4 x 100m Relay Final / Women's Shot Put Final / Men's 4 x 100m Relay Final / Women's 400m Final / Men's Triple Jump Final / Women's Heptathlon 800m / Women's 10,000m Final / Men's 400m Hurdles Final",ATH18
Paris 2024,Athletics,Hôtel de Ville (Start Venue) - Invalides (Finish Venue),2024-08-10,08:00:00,11:00:00,Men's Marathon Final,ATH19
Paris 2024,Athletics,Stade de France,2024-08-10,18:30:00,22:30:00,Men's High Jump Final / Men's 800m Final / Women's Javelin Throw Final / Women's 100m Hurdles Final / Men's 5000m Final / Women's 1500m Final / Men's 4 x 400m Relay Final / Women's 4 x 400m Relay Final,ATH20
Paris 2024,Athletics,Hôtel de Ville (Start Venue) - Invalides (Finish Venue),2024-08-11,08:00:00,11:15:00,"Women's Marathon Final / Note that the events schedule below is subject to change as there will be a daily process to decide on order of play depending on player rest time, TV requests / and other considerations (which obviously is not possible to forecast at this point)",ATH21
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-27,08:30:00,12:00:00,Mixed Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM01
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-27,14:00:00,17:30:00,Mixed Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM02
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-27,19:30:00,23:00:00,Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM03
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-28,08:30:00,12:00:00,Mixed Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM04
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-28,14:00:00,17:30:00,Mixed Doubles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Singles Group Play Stage,BDM05
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-28,19:30:00,23:00:00,Mixed Doubles Group Play Stage / Men's Doubles Group Play Stage / Women's Singles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM06
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-29,08:30:00,12:00:00,Mixed Doubles Group Play Stage / Men's Doubles Group Play Stage / Women's Singles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM07
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-29,14:00:00,17:30:00,Mixed Doubles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Singles Group Play Stage,BDM08
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-29,19:30:00,23:00:00,Mixed Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM09
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-30,08:30:00,12:00:00,Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM10
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-30,14:00:00,17:30:00,Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Women's Singles Group Play Stage / Men's Singles Group Play Stage,BDM11
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-30,19:30:00,23:00:00,Women's Singles Group Play Stage / Men's Doubles Group Play Stage / Women's Doubles Group Play Stage / Men's Singles Group Play Stage,BDM12
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-31,08:30:00,12:00:00,Women's Singles Group Play Stage / Men's Singles Group Play Stage,BDM13
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-31,14:00:00,17:30:00,Women's Singles Group Play Stage / Men's Singles Group Play Stage,BDM14
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-07-31,19:30:00,23:00:00,Women's Singles Group Play Stage / Men's Singles Group Play Stage / Mixed Doubles Quarterfinals,BDM15
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-01,08:30:00,11:00:00,Women's Doubles Quarterfinals / Men's Singles Round of 16,BDM16
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-01,13:00:00,16:30:00,Men's Doubles Quarterfinals / Men's Singles Round of 16,BDM17
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-01,18:30:00,22:00:00,Women's Singles Round of 16 / Mixed Doubles Semi-finals,BDM18
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-02,08:30:00,13:00:00,Women's Doubles Semi-finals / Men's Doubles Semi-finals,BDM19
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-02,15:00:00,22:30:00,Mixed Doubles Bronze Medal Match / Mixed Doubles Gold Medal Match / Men's Singles Quarterfinals,BDM20
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-03,08:30:00,13:00:00,Women's Singles Quarterfinals / Women's Singles Quarterfinals / Women's Singles Quarterfinals / Women's Singles Quarterfinals,BDM21
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-03,15:00:00,17:30:00,Women's Doubles Bronze Medal Match / Women's Doubles Gold Medal Match,BDM22
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-04,08:30:00,13:00:00,Women's Singles Semi-finals / Men's Singles Semi-finals,BDM23
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-04,15:00:00,17:30:00,Men's Doubles Bronze Medal Match / Men's Doubles Gold Medal Match,BDM24
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-05,09:45:00,12:30:00,Women's Singles Bronze Medal Match / Women's Singles Gold Medal Match,BDM25
Paris 2024,Badminton,Porte de la Chapelle Arena,2024-08-05,14:30:00,17:30:00,Men's Singles Bronze Medal Match / Men's Singles Gold Medal Match / BASKETBALL 3x3,BDM26
Paris 2024,3x3 Basketball,La Concorde 1,2024-07-30,17:30:00,19:30:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK301
Paris 2024,3x3 Basketball,La Concorde 1,2024-07-30,21:00:00,23:00:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK302
Paris 2024,3x3 Basketball,La Concorde 1,2024-07-31,17:30:00,19:30:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK303
Paris 2024,3x3 Basketball,La Concorde 1,2024-07-31,21:00:00,23:00:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK304
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-01,09:00:00,11:00:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK305
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-01,12:30:00,14:30:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK306
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-01,18:00:00,20:00:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK307
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-01,21:30:00,23:30:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK308
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-02,09:00:00,11:00:00,Women's Pool round (2 matches) / Men's Pool round (2 matches) / BASKETBALL 3x3,BK309
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-02,12:30:00,14:30:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK310
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-02,17:30:00,19:30:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK311
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-02,21:00:00,23:00:00,Women's Pool round (2 matches) / Men's Pool round (2 matches),BK312
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-03,17:30:00,19:30:00,Women's Pool round (4 matches),BK313
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-03,21:30:00,22:30:00,Women's play in (2 matches),BK314
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-04,17:30:00,19:30:00,Men's Pool round (4 matches),BK315
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-04,21:30:00,22:30:00,Men's play in (2 matches),BK316
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-05,17:30:00,19:30:00,Women's and Men's Semifinals,BK317
Paris 2024,3x3 Basketball,La Concorde 1,2024-08-05,21:00:00,23:20:00,Women's Bronze medal game / Men's Bronze medal game / Women's Gold medal game / Men's Gold medal game / *Pending final confirmation,BK318
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-27,11:00:00,15:15:00,"Men, group phase (2 matches)",BKB01
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-27,17:15:00,19:00:00,"Men, group phase",BKB02
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-27,21:00:00,22:45:00,"Men, group phase",BKB03
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-28,11:00:00,15:15:00,"Men or Women, group phase (2 matches)",BKB04
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-28,17:15:00,19:00:00,"Men or Women, group phase",BKB05
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-28,21:00:00,22:45:00,"Men or Women, group phase",BKB06
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-29,11:00:00,15:15:00,"Women, group phase (2 matches)",BKB07
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-29,17:15:00,19:00:00,"Women, group phase",BKB08
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-29,21:00:00,22:45:00,"Women, group phase",BKB09
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-30,11:00:00,15:15:00,"Men,group phase (2 matches)",BKB10
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-30,17:15:00,19:00:00,"Men, group phase",BKB11
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-30,21:00:00,22:45:00,"Men, group phase",BKB12
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-31,11:00:00,15:15:00,"Men or Women, group phase (2 matches)",BKB13
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-31,17:15:00,19:00:00,"Men or Women, group phase",BKB14
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-07-31,21:00:00,22:45:00,"Men or Women, group phase",BKB15
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-01,11:00:00,15:15:00,"Women, group phase (2 matches)",BKB16
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-01,17:15:00,19:00:00,"Women, group phase",BKB17
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-01,21:00:00,22:45:00,"Women, group phase",BKB18
Paris 2024,Basketball,Pierre Mauroy Stadium,2024-08-02,11:00:00,15:15:00,"Men,group phase (2 matches)",BKB19
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-02,17:15:00,19:00:00,"Men, group phase",BKB20
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-02,21:00:00,22:45:00,"Men, group phase",BKB21
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-03,11:00:00,15:15:00,"Men or Women, group phase (2 matches)",BKB22
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-03,17:15:00,19:00:00,"Men, group phase",BKB23
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-03,21:00:00,22:45:00,"Men or Women, group phase",BKB24
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-04,11:00:00,15:15:00,"Women, group phase (2 matches)",BKB25
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-04,17:15:00,19:00:00,"Women, group phase",BKB26
Paris 2024,Basketball,Pierre Mauroy Stadium*,2024-08-04,21:00:00,22:45:00,"Women, group phase",BKB27
Paris 2024,Basketball,Bercy Arena,2024-08-06,11:00:00,13:00:00,Men's Quarter-final,BKB28
Paris 2024,Basketball,Bercy Arena,2024-08-06,14:30:00,16:30:00,Men's Quarter-final,BKB29
Paris 2024,Basketball,Bercy Arena,2024-08-06,18:00:00,20:00:00,Men's Quarter-final,BKB30
Paris 2024,Basketball,Bercy Arena,2024-08-06,21:30:00,23:30:00,Men's Quarter-final,BKB31
Paris 2024,Basketball,Bercy Arena,2024-08-07,11:00:00,13:00:00,Women's Quarter-final,BKB32
Paris 2024,Basketball,Bercy Arena,2024-08-07,14:30:00,16:30:00,Women's Quarter-final,BKB33
Paris 2024,Basketball,Bercy Arena,2024-08-07,18:00:00,20:00:00,Women's Quarter-final,BKB34
Paris 2024,Basketball,Bercy Arena,2024-08-07,21:30:00,23:30:00,Women's Quarter-final,BKB35
Paris 2024,Basketball,Bercy Arena,2024-08-08,17:30:00,19:30:00,Men's Semi-final,BKB36
Paris 2024,Basketball,Bercy Arena,2024-08-08,21:00:00,23:00:00,Men's Semi-final,BKB37
Paris 2024,Basketball,Bercy Arena,2024-08-09,17:30:00,19:30:00,Women's Semi-final,BKB38
Paris 2024,Basketball,Bercy Arena,2024-08-09,21:00:00,23:00:00,Women's Semi-final,BKB39
Paris 2024,Basketball,Bercy Arena,2024-08-10,11:00:00,13:00:00,Men's Bronze Medal Match,BKB40
Paris 2024,Basketball,Bercy Arena,2024-08-10,21:30:00,00:00:00,Men's Gold Medal Match,BKB41
Paris 2024,Basketball,Bercy Arena,2024-08-11,11:30:00,13:30:00,Women's Bronze Medal Match,BKB42
Paris 2024,Basketball,Bercy Arena,2024-08-11,15:30:00,18:00:00,Women's Gold Medal Match,BKB43
Paris 2024,BMX Freestyle,La Concorde,2024-07-30,13:25:00,16:30:00,Women's Park Qualification / Men's Park Qualification,BMF01
Paris 2024,BMX Freestyle,La Concorde,2024-07-31,13:10:00,16:30:00,Women's Park Final / Men's Park Final,BMF02
Paris 2024,BMX Racing,Saint-Quentin-en-Yvelines BMX Stadium,2024-08-01,20:00:00,22:20:00,"Men, Quarterfinals / Women, Quarterfinals / Men, Last Chance Race / Women, Last Chance Race",BMX01
Paris 2024,BMX Racing,Saint-Quentin-en-Yvelines BMX Stadium,2024-08-02,20:00:00,22:30:00,"Men, Semifinals / Women, Semifinals / Men, Final / Women, Final",BMX02
Paris 2024,Boxing,North Paris Arena*,2024-07-27,15:30:00,17:55:00,Women's 54kg Round of 32 Bout 1 / Women's 54kg Round of 32 Bout 2 / Women's 54kg Round of 32 Bout 3 / Women's 60kg Round of 32 Bout 1 / Women's 60kg Round of 32 Bout 2 / Women's 60kg Round of 32 Bout 3 / Men's 63.5kg Round of 32 Bout 1 / Men's 63.5kg Round of 32 Bout 2 / Men's 80kg Round of 32 Bout 1,BOX01
Paris 2024,Boxing,North Paris Arena*,2024-07-27,20:00:00,22:25:00,Women's 54kg Round of 32 Bout 4 / Women's 54kg Round of 32 Bout 5 / Women's 54kg Round of 32 Bout 6 / Women's 60kg Round of 32 Bout 4 / Women's 60kg Round of 32 Bout 5 / Women's 60kg Round of 32 Bout 6 / Men's 63.5kg Round of 32 Bout 3 / Men's 63.5kg Round of 32 Bout 4 / Men's 80kg Round of 32 Bout 2,BOX02
Paris 2024,Boxing,North Paris Arena*,2024-07-28,11:00:00,13:10:00,Men's 57kg Round of 32 Bout 1 / Men's 71kg Round of 32 Bout 1 / Men's 71kg Round of 32 Bout 2 / Men's 92kg Round of 16 Bout 1 / Men's 92kg Round of 16 Bout 2 / Women's 50kg Round of 32 Bout 1 / Women's 50kg Round of 32 Bout 2 / Women's 66kg Round of 32 Bout 1,BOX03
Paris 2024,Boxing,North Paris Arena*,2024-07-28,15:30:00,17:40:00,Men's 57kg Round of 32 Bout 2 / Men's 71kg Round of 32 Bout 3 / Men's 92kg Round of 16 Bout 3 / Men's 92kg Round of 16 Bout 4 / Men's 92kg Round of 16 Bout 5 / Women's 50kg Round of 32 Bout 3 / Women's 50kg Round of 32 Bout 4 / Women's 66kg Round of 32 Bout 2,BOX04
Paris 2024,Boxing,North Paris Arena*,2024-07-28,20:00:00,22:10:00,Men's 71kg Round of 32 Bout 4 / Men's 92kg Round of 16 Bout 6 / Men's 92kg Round of 16 Bout 7 / Men's 92kg Round of 16 Bout 8 / Women's 50kg Round of 32 Bout 5 / Women's 50kg Round of 32 Bout 6 / Women's 66kg Round of 32 Bout 3 / Women's 66kg Round of 32 Bout 4,BOX05
Paris 2024,Boxing,North Paris Arena*,2024-07-29,11:00:00,13:10:00,Women's 60kg Round of 16 Bout 7 / Women's 60kg Round of 16 Bout 8 / Women's 60kg Round of 16 Bout 9 / Men's 63.5kg Round of 16 Bout 5 / Men's 63.5kg Round of 16 Bout 6 / Men's 63.5kg Round of 16 Bout 7 / Men's +92kg Round of 16 Bout 1 / Men's +92kg Round of 16 Bout 2,BOX06
Paris 2024,Boxing,North Paris Arena*,2024-07-29,15:30:00,17:40:00,Women's 60kg Round of 16 Bout 10 / Women's 60kg Round of 16 Bout 11 / Men's 63.5kg Round of 16 Bout 8 / Men's 63.5kg Round of 16 Bout 9 / Men's 63.5kg Round of 16 Bout 10 / Men's +92kg Round of 16 Bout 3 / Men's +92kg Round of 16 Bout 4 / Men's +92kg Round of 16 Bout 5,BOX07
Paris 2024,Boxing,North Paris Arena*,2024-07-29,20:00:00,22:10:00,Women's 60kg Round of 16 Bout 12 / Women's 60kg Round of 16 Bout 13 / Women's 60kg Round of 16 Bout 14 / Men's 63.5kg Round of 16 Bout 11 / Men's 63.5kg Round of 16 Bout 12 / Men's +92kg Round of 16 Bout 6 / Men's +92kg Round of 16 Bout 7 / Men's +92kg Round of 16 Bout 8,BOX08
Paris 2024,Boxing,North Paris Arena*,2024-07-30,11:00:00,13:40:00,Men's 51kg Round of 16 Bout 1 / Men's 51kg Round of 16 Bout 2 / Men's 51kg Round of 16 Bout 3 / Men's 80kg Round of 16 Bout 3 / Men's 80kg Round of 16 Bout 4 / Women's 54kg Round of 16 Bout 7 / Women's 54kg Round of 16 Bout 8 / Women's 54kg Round of 16 Bout 9 / Women's 57kg Round of 32 Bout 1 / Women's 57kg Round of 32 Bout 2,BOX09
Paris 2024,Boxing,North Paris Arena*,2024-07-30,15:30:00,18:10:00,Men's 51kg Round of 16 Bout 4 / Men's 51kg Round of 16 Bout 5 / Men's 51kg Round of 16 Bout 6 / Men's 80kg Round of 16 Bout 5 / Men's 80kg Round of 16 Bout 6 / Women's 54kg Round of 16 Bout 10 / Women's 54kg Round of 16 Bout 11 / Women's 54kg Round of 16 Bout 12 / Women's 57kg Round of 32 Bout 3 / Women's 57kg Round of 32 Bout 4,BOX10
Paris 2024,Boxing,North Paris Arena*,2024-07-30,20:00:00,22:40:00,Men's 51kg Round of 16 Bout 7 / Men's 51kg Round of 16 Bout 8 / Men's 80kg Round of 16 Bout 7 / Men's 80kg Round of 16 Bout 8 / Men's 80kg Round of 16 Bout 9 / Men's 80kg Round of 16 Bout 10 / Women's 54kg Round of 16 Bout 13 / Women's 54kg Round of 16 Bout 14 / Women's 57kg Round of 32 Bout 5 / Women's 57kg Round of 32 Bout 6,BOX11
Paris 2024,Boxing,North Paris Arena*,2024-07-31,11:00:00,13:25:00,Men's 57kg Round of 16 Bout 3 / Men's 57kg Round of 16 Bout 4 / Men's 71kg Round of 16 Bout 5 / Men's 71kg Round of 16 Bout 6 / Women's 75kg Round of 16 Bout 1 / Women's 75kg Round of 16 Bout 2 / Women's 75kg Round of 16 Bout 3 / Women's 75kg Round of 16 Bout 4 / Women's 60kg Quarterfinal Bout 15,BOX12
