games,discipline_raw,venue,date,start,end,event_raw,session_code
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-28,18:00:00,21:30:00,Men's Singles Group Play Stage,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-29,09:00:00,15:30:00,Mixed Doubles Semifinals / Men's Doubles Quarterfinals / Women's Singles Round of 16,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-29,17:00:00,22:00:00,Men's Singles Round of 16 / Women's Doubles Quarterfinals,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-30,09:00:00,12:30:00,Women's Singles Quarterfinals / Mixed Doubles Bronze Medal Match,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-30,15:30:00,21:30:00,EVENT Mixed Doubles Gold Medal Match / Mixed Doubles Victory Ceremony / Women's Singles Quarterfinals / Men's Doubles Semifinals,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-31,09:00:00,16:00:00,Men's Singles Quarterfinals / Women's Doubles Semifinals,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-07-31,18:00:00,23:00:00,Women's Singles Semifinals / Men's Doubles Bronze Medal Match / Men's Doubles Gold Medal Match /,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-08-01,13:00:00,16:00:00,Men's Doubles Victory Ceremony Men's Singles Semifinals,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-08-01,20:30:00,23:00:00,Women's Singles Bronze Medal Match / Women's Singles Gold Medal Match / Women's Singles Victory Ceremony,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-08-02,13:00:00,15:30:00,Women's Doubles Bronze Medal Match / Women's Doubles Gold Medal Match / Women's Doubles Victory Ceremony,
Tokyo 2020,Badminton,Musashino Forest Sport Plaza,2021-08-02,20:00:00,23:00:00,Men's Singles Bronze Medal Match / Men's Singles Gold Medal Match / Men's Singles Victory Ceremony,
Tokyo 2020,Baseball/Softball,Fukushima Azuma Baseball Stadium,2021-07-21,09:00:00,17:00:00,"Softball Opening Round, Australia vs Japan / Softball Opening Round, Italy vs United States / Softball Opening Round, Mexico vs Canada",
Tokyo 2020,Baseball/Softball,Fukushima Azuma Baseball Stadium,2021-07-22,09:00:00,17:00:00,"Softball Opening Round, United States vs Canada / Softball Opening Round, Mexico vs Japan / Softball Opening Round, Italy vs Australia",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-24,10:00:00,16:30:00,"Softball Opening Round, Australia vs Canada / Softball Opening Round, United States vs Mexico",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-24,20:00:00,22:00:00,"Softball Opening Round, Japan vs Italy",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-25,10:00:00,16:30:00,"Softball Opening Round, Australia vs United States / Softball Opening Round, Canada vs Japan",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-25,20:00:00,22:00:00,"Softball Opening Round, Italy vs Mexico",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-26,10:00:00,16:30:00,"Softball Opening Round, Japan vs United States / Softball Opening Round, Canada vs Italy",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-26,20:00:00,22:00:00,"Softball Opening Round, Mexico vs Australia",
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-27,13:00:00,15:00:00,Softball Bronze Medal Game,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-27,20:00:00,22:30:00,Softball Gold Medal Game / Softball Victory Ceremony,
Tokyo 2020,Baseball/Softball,Fukushima Azuma Baseball Stadium,2021-07-28,12:00:00,15:00:00,Baseball Opening Round,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-29,19:00:00,22:00:00,Baseball Opening Round,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-30,12:00:00,15:00:00,Baseball Opening Round,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-30,19:00:00,22:00:00,Baseball Opening Round,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-31,12:00:00,15:00:00,Baseball Opening Round,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-07-31,19:00:00,22:00:00,Baseball Opening Round,
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-01,12:00:00,15:00:00,Baseball Knockout stage (#1),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-01,19:00:00,22:00:00,Baseball Knockout stage (#2),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-02,12:00:00,15:00:00,Baseball Knockout stage (#3),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-02,19:00:00,22:00:00,Baseball Knockout stage (#4),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-03,19:00:00,22:00:00,Baseball Knockout stage (#5),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-04,12:00:00,15:00:00,Baseball Knockout stage (#6),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-04,19:00:00,22:00:00,Baseball Semifinal (#7),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-05,19:00:00,22:00:00,Baseball Semifinal (#8),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-07,12:00:00,15:00:00,Baseball Bronze Medal Game (#9),
Tokyo 2020,Baseball/Softball,Yokohama Baseball Stadium,2021-08-07,19:00:00,22:30:00,Baseball Gold Medal Game (#10) / Baseball Victory Ceremony,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-25,10:00:00,12:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-25,13:40:00,15:40:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-25,17:20:00,19:20:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-25,21:00:00,23:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-26,10:00:00,12:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-26,13:40:00,15:40:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-26,17:20:00,19:20:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-26,21:00:00,23:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-27,10:00:00,12:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-27,13:40:00,15:40:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-27,17:20:00,19:20:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-27,21:00:00,23:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-28,10:00:00,12:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-28,13:40:00,15:40:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-28,17:20:00,19:20:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-28,21:00:00,23:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-29,10:00:00,12:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-29,13:40:00,15:40:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-29,17:20:00,19:20:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-29,21:00:00,23:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-30,10:00:00,12:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-30,13:40:00,15:40:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-30,17:20:00,19:20:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-30,21:00:00,23:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-31,10:00:00,12:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-31,13:40:00,15:40:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-31,17:20:00,19:20:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-07-31,21:00:00,23:00:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-01,10:00:00,12:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-01,13:40:00,15:40:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-01,17:20:00,19:20:00,Men's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-01,21:00:00,23:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-02,10:00:00,12:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-02,13:40:00,15:40:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-02,17:20:00,19:20:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-02,21:00:00,23:00:00,Women's Preliminary Round,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-03,10:00:00,12:00:00,Men's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-03,13:40:00,15:40:00,Men's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-03,17:20:00,19:20:00,EVENT Men's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-03,21:00:00,23:00:00,Men's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-04,10:00:00,12:00:00,Women's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-04,13:40:00,15:40:00,Women's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-04,17:20:00,19:20:00,Women's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-04,21:00:00,23:00:00,Women's Quarterfinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-05,13:15:00,15:15:00,Men's Semifinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-05,20:00:00,22:00:00,Men's Semifinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-06,13:40:00,15:40:00,Women's Semifinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-06,20:00:00,22:00:00,Women's Semifinal,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-07,11:30:00,13:30:00,Men's Gold Medal Game,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-07,16:00:00,18:00:00,Women's Bronze Medal Game,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-07,20:00:00,22:30:00,Men's Bronze Medal Game / Men's Victory Ceremony,
Tokyo 2020,Basketball,Saitama Super Arena,2021-08-08,11:30:00,14:00:00,Women's Gold Medal Game / Women's Victory Ceremony,
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-24,09:00:00,12:50:00,Men's or Women's Preliminaries (4 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-24,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-24,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-25,09:00:00,12:50:00,Men's or Women's Preliminaries (4 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-25,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-25,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-26,09:00:00,12:50:00,Men's or Women's Preliminaries (4 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-26,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-26,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-27,09:00:00,12:50:00,Men's or Women's Preliminaries (4 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-27,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-27,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-28,09:00:00,11:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-28,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-28,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-29,09:00:00,11:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-29,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-29,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-30,09:00:00,11:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-30,15:00:00,17:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-30,20:00:00,22:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-31,09:00:00,11:50:00,Men's or Women's Preliminaries (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-31,15:00:00,17:50:00,Men's or Women's Preliminaries (2 matches) / Men's or Women's Lucky Loser (1 match),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-07-31,20:00:00,22:50:00,Men's or Women's Lucky Loser (3 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-01,09:00:00,10:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-01,13:00:00,14:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-01,17:00:00,18:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-01,21:00:00,22:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-02,09:00:00,10:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-02,13:00:00,14:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-02,17:00:00,18:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-02,21:00:00,22:50:00,Men's or Women's Round of 16 (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-03,09:00:00,10:50:00,Women's Quarterfinals (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-03,21:00:00,22:50:00,Women's Quarterfinals (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-04,09:00:00,10:50:00,Men's Quarterfinals (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-04,21:00:00,22:50:00,Men's Quarterfinals (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-05,09:00:00,10:50:00,Men's or Women's Semifinals (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-05,21:00:00,22:50:00,Men's or Women's Semifinals (2 matches),
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-06,10:00:00,12:50:00,Women's Bronze Medal Match / Women's Gold Medal Match / Women's Victory Ceremony,
Tokyo 2020,Beach Volleyball,Shiokaze Park,2021-08-07,10:00:00,12:50:00,Men's Bronze Medal Match / Men's Gold Medal Match / Men's Victory Ceremony,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-24,11:00:00,14:30:00,Women's Feather (54-57kg) Round of 32 / Men's Welter (63-69kg) Round of 32 / Men's Light Heavy (75-81kg) Round of 32 / Men's Heavy (81-91kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-24,17:00:00,20:30:00,Women's Feather (54-57kg) Round of 32 / Men's Welter (63-69kg) Round of 32 / Men's Light Heavy (75-81kg) Round of 32 / Men's Heavy (81-91kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-25,11:00:00,14:45:00,Women's Fly (48-51kg) Round of 32 / Women's Welter (64-69kg) Round of 32 / Men's Middle (69-75kg) Round of 32 / Men's Super Heavy (+91kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-25,17:00:00,20:45:00,Women's Fly (48-51kg) Round of 32 / Women's Welter (64-69kg) Round of 32 / Men's Middle (69-75kg) Round of 32 / Men's Super Heavy (+91kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-26,11:00:00,14:45:00,Women's Feather (54-57kg) Round of 16 / Men's Feather (52-57kg) Round of 32 / Men's Welter (63-69kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-26,17:00:00,20:45:00,Women's Feather (54-57kg) Round of 16 / Men's Feather (52-57kg) Round of 32 / Men's Welter (63-69kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-27,11:00:00,14:45:00,Women's Welter (64-69kg) Round of 16 / Men's Light (57-63kg) Round of 32 / Men's Light Heavy (75-81kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-27,17:00:00,20:45:00,Women's Welter (64-69kg) Round of 16 / Men's Light (57-63kg) Round of 32 / Men's Light Heavy (75-81kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-28,11:00:00,14:45:00,EVENT Women's Feather (54-57kg) Quarterfinals / Women's Light (57-60kg) Round of 32 / Women's Middle (69-75kg) Round of 16 / Men's Fly (48-52kg) Round of 32,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-28,17:00:00,20:45:00,Women's Feather (54-57kg) Quarterfinals / Women's Light (57-60kg) Round of 32 / Women's Middle (69-75kg) Round of 16 / Men's Fly (48-52kg) Round of 32,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-29,11:00:00,14:10:00,Women's Fly (48-51kg) Round of 16 / Men's Feather (52-57kg) Round of 16 / Men's Middle (69-75kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-29,17:00:00,20:10:00,Women's Fly (48-51kg) Round of 16 / Men's Feather (52-57kg) Round of 16 / Men's Middle (69-75kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-30,11:00:00,14:10:00,Women's Light (57-60kg) Round of 16 / Women's Welter (64-69kg) Quarterfinals / Men's Welter (63-69kg) Quarterfinals / Men's Light Heavy (75-81kg) Quarterfinals / Men's Heavy (81-91kg) Quarterfinals,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-30,17:00:00,20:10:00,Women's Light (57-60kg) Round of 16 / Women's Welter (64-69kg) Quarterfinals / Men's Welter (63-69kg) Quarterfinals / Men's Light Heavy (75-81kg) Quarterfinals / Men's Heavy (81-91kg) Quarterfinals,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-31,11:00:00,13:55:00,Women's Feather (54-57kg) Semifinal / Women's Middle (69-75kg) Quarterfinals / Men's Fly (48-52kg) Round of 16 / Men's Light (57-63kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-07-31,17:00:00,19:55:00,Women's Feather (54-57kg) Semifinal / Women's Middle (69-75kg) Quarterfinals / Men's Fly (48-52kg) Round of 16 / Men's Light (57-63kg) Round of 16,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-01,11:00:00,13:40:00,Women's Fly (48-51kg) Quarterfinals / Men's Feather (52-57kg) Quarterfinals / Men's Welter (63-69kg) Semifinal / Men's Middle (69-75kg) Quarterfinals / Men's Light Heavy (75-81kg) Semifinal / Men's Super Heavy (+91kg) Quarterfinals,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-01,17:00:00,19:40:00,Women's Fly (48-51kg) Quarterfinals / Men's Feather (52-57kg) Quarterfinals / Men's Welter (63-69kg) Semifinal / Men's Middle (69-75kg) Quarterfinals / Men's Light Heavy (75-81kg) Semifinal / Men's Super Heavy (+91kg) Quarterfinals,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-03,11:00:00,13:40:00,Men's Fly (48-52kg) Quarterfinals / Men's Feather (52-57kg) Semifinal / Men's Light (57-63kg) Quarterfinals / Men's Heavy (81-91kg) Semifinal / Women's Light (57-60kg) Quarterfinals / Women's Feather (54-57kg) Final / Women's Feather (54-57kg) Victory Ceremony,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-03,17:00:00,19:40:00,Women's Light (57-60kg) Quarterfinals / Men's Fly (48-52kg) Quarterfinals / Men's Feather (52-57kg) Semifinal / Men's Light (57-63kg) Quarterfinals / Men's Heavy (81-91kg) Semifinal / Men's Welter (63-69kg) Final / Men's Welter (63-69kg) Victory Ceremony,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-04,14:00:00,16:10:00,Women's Fly (48-51kg) Semifinals / Women's Welter (64-69kg) Semifinals / Men's Super Heavy (+91kg) Semifinals / Men's Light Heavy (75-81kg) Final / Men's Light Heavy (75-81kg) Victory Ceremony,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-05,14:00:00,16:10:00,Women's Light (57-60kg) Semifinals / Men's Fly (48-52kg) Semifinals / Men's Middle (69-75kg) Semifinals / Men's Feather (52-57kg) Final / Men's Feather (52-57kg) Victory Ceremony,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-06,14:00:00,15:40:00,Women's Middle (69-75kg) Semifinals / Men's Light (57-63kg) Semifinals / Men's Heavy (81-91kg) Final / Men's Heavy (81-91kg) Victory Ceremony Men's Fly (48-52kg) Final /,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-07,14:00:00,15:55:00,Men's Middle (69-75kg) Final / Men's Fly (48-52kg) Victory Ceremony / Women's Fly (48-51kg) Final / Men's Middle (69-75kg) Victory Ceremony / Women's Welter (64-69kg) Final / Women's Fly (48-51kg) Victory Ceremony / Women's Welter (64-69kg) Victory Ceremony,
Tokyo 2020,Boxing,Kokugikan Arena,2021-08-08,14:00:00,15:55:00,Women's Light (57-60kg) Final / Women's Middle (69-75kg) Final / Women's Light (57-60kg) Victory Ceremony / Men's Light (57-63kg) Final / Women's Middle (69-75kg) Victory Ceremony / Men's Super Heavy (+91kg) Final / Men's Light (57-63kg) Victory Ceremony /,
Tokyo 2020,Canoe Slalom,Kasai Canoe Slalom Centre,2021-07-25,13:00:00,16:45:00,Men's Super Heavy (+91kg) Victory Ceremony / Canoe (C1) Men Heats / Kayak (K1) Women Heats,
Tokyo 2020,Canoe Slalom,Kasai Canoe Slalom Centre,2021-07-26,14:00:00,16:45:00,EVENT Canoe (C1) Men Semi-final / Canoe (C1) Men Final / Canoe (C1) Men Victory Ceremony,
Tokyo 2020,Canoe Slalom,Kasai Canoe Slalom Centre,2021-07-27,14:00:00,17:00:00,Kayak (K1) Women Semi-final / Kayak (K1) Women Final / Kayak (K1) Women Victory Ceremony,
Tokyo 2020,Canoe Slalom,Kasai Canoe Slalom Centre,2021-07-28,13:00:00,16:45:00,Canoe (C1) Women Heats / Kayak (K1) Men Heats,
Tokyo 2020,Canoe Slalom,Kasai Canoe Slalom Centre,2021-07-29,14:00:00,16:45:00,Canoe (C1) Women Semi-final / Canoe (C1) Women Final / Canoe (C1) Women Victory Ceremony,
Tokyo 2020,Canoe Slalom,Kasai Canoe Slalom Centre,2021-07-30,14:00:00,17:00:00,Kayak (K1) Men Semi-final / Kayak (K1) Men Final / Kayak (K1) Men Victory Ceremony Women's Kayak Single 200m Heats /,
Tokyo 2020,Canoe Sprint,Sea Forest Waterway,2021-08-02,09:30:00,13:00:00,Men's Canoe Double 1000m Heats / Men's Kayak Single 1000m Heats / Women's Kayak Double 500m Heats / Women's Kayak Single 200m Quarterfinals / Men's Canoe Double 1000m Quarterfinals / Men's Kayak Single 1000m Quarterfinals / Women's Kayak Double 500m Quarterfinals Women's Kayak Single 200m Semifinals /,
Tokyo 2020,Canoe Sprint,Sea Forest Waterway,2021-08-03,09:30:00,13:15:00,Men's Canoe Double 1000m Semifinals / Men's Kayak Single 1000m Semifinals / Women's Kayak Double 500m Semifinals / Women's Kayak Single 200m Finals / Men's Canoe Double 1000m Finals / Women's Kayak Single 200m Victory Ceremony / Men's Kayak Single 1000m Finals / Men's Canoe Double 1000m Victory Ceremony / Women's Kayak Double 500m Finals / Men's Kayak Single 1000m Victory Ceremony /,
Tokyo 2020,Canoe Sprint,Sea Forest Waterway,2021-08-04,09:30:00,12:40:00,Women's Kayak Double 500m Victory Ceremony Men's Kayak Single 200m Heats / Women's Canoe Single 200m Heats / Women's Kayak Single 500m Heats / Men's Kayak Double 1000m Heats / Men's Kayak Single 200m Quarterfinals / Women's Canoe Single 200m Quarterfinals / Women's Kayak Single 500m Quarterfinals / Men's Kayak Double 1000m Quarterfinals Men's Kayak Single 200m Semifinals /,
Tokyo 2020,Canoe Sprint,Sea Forest Waterway,2021-08-05,09:30:00,13:05:00,Women's Canoe Single 200m Semifinals / Women's Kayak Single 500m Semifinals / Men's Kayak Double 1000m Semifinals / Men's Kayak Single 200m Finals / Women's Canoe Single 200m Finals / Men's Kayak Single 200m Victory Ceremony / Women's Kayak Single 500m Finals / Women's Canoe Single 200m Victory Ceremony / Men's Kayak Double 1000m Finals / Women's Kayak Single 500m Victory Ceremony /,
Tokyo 2020,Canoe Sprint,Sea Forest Waterway,2021-08-06,09:30:00,11:40:00,Men's Kayak Double 1000m Victory Ceremony Women's Canoe Double 500m Heats / Men's Canoe Single 1000m Heats / Women's Kayak Four 500m Heats / Men's Kayak Four 500m Heats / Women's Canoe Double 500m Quarterfinals / Men's Canoe Single 1000m Quarterfinals Women's Canoe Double 500m Semifinals /,
Tokyo 2020,Canoe Sprint,Sea Forest Waterway,2021-08-07,09:30:00,12:50:00,Men's Canoe Single 1000m Semifinals / Women's Kayak Four 500m Semifinals / Men's Kayak Four 500m Semifinals / Women's Canoe Double 500m Finals / Men's Canoe Single 1000m Finals / Women's Canoe Double 500m Victory Ceremony / Women's Kayak Four 500m Final / Men's Canoe Single 1000m Victory Ceremony / Men's Kayak Four 500m Final /,
Tokyo 2020,Cycling BMX Freestyle,Ariake Urban Sports Park,2021-07-31,10:10:00,12:20:00,Women's Kayak Four 500m Victory Ceremony / Men's Kayak Four 500m Victory Ceremony Women's Freestyle Park Seeding / Men's Freestyle Park Seeding,
